Date(d.m.y);Temperature (°F);Dew Point (°F);Humidity (%);Wind Speed (mph);Pressure (in);;;;;;;;;;;;;;;;;;;;;;
29.02.2020;54.5;50.8;88.4;7.0;29.7;;;;;;;;;;;;;;;;;;;;;;
1.03.2020;54.8;48.4;81.4;5.2;29.8;;;;;;;;;;;;;;;;;;;;;;
2.03.2020;55.3;43.9;68.1;5.8;30.0;;;;;;;;;;;;;;;;;;;;;;
3.03.2020;56.9;49.4;78.8;3.5;30.1;;;;;;;;;;;;;;;;;;;;;;
4.03.2020;61.8;45.4;60.8;5.3;30.0;;;;;;;;;;;;;;;;;;;;;;
5.03.2020;64.6;45.3;51.1;7.2;29.8;;;;;;;;;;;;;;;;;;;;;;
6.03.2020;62.8;48.5;61.1;6.0;29.7;;;;;;;;;;;;;;;;;;;;;;
7.03.2020;61.0;51.5;74.2;4.8;29.9;;;;;;;;;;;;;;;;;;;;;;
8.03.2020;61.3;54.6;81.4;4.3;30.1;;;;;;;;;;;;;;;;;;;;;;
9.03.2020;65.7;50.0;63.7;5.2;29.9;;;;;;;;;;;;;;;;;;;;;;
10.03.2020;61.6;48.3;63.5;7.0;29.9;;;;;;;;;;;;;;;;;;;;;;
11.03.2020;60.8;42.7;58.8;3.1;29.9;;;;;;;;;;;;;;;;;;;;;;
12.03.2020;67.5;45.8;46.7;10.6;29.8;;;;;;;;;;;;;;;;;;;;;;
13.03.2020;64.6;52.9;67.2;15.9;29.6;;;;;;;;;;;;;;;;;;;;;;
14.03.2020;65.5;53.3;66.9;7.4;29.7;;;;;;;;;;;;;;;;;;;;;;
15.03.2020;63.6;59.0;86.3;5.4;29.9;;;;;;;;;;;;;;;;;;;;;;
16.03.2020;62.8;56.6;82.5;5.1;29.8;;;;;;;;;;;;;;;;;;;;;;
17.03.2020;51.2;42.3;72.6;12.2;29.8;;;;;;;;;;;;;;;;;;;;;;
18.03.2020;50.3;35.3;58.4;6.1;29.7;;;;;;;;;;;;;;;;;;;;;;
19.03.2020;49.5;36.7;62.4;8.0;29.8;;;;;;;;;;;;;;;;;;;;;;
20.03.2020;48.7;41.2;75.9;6.9;29.8;;;;;;;;;;;;;;;;;;;;;;
21.03.2020;53.3;36.6;59.7;5.0;29.8;;;;;;;;;;;;;;;;;;;;;;
22.03.2020;55.0;41.1;64.6;4.8;29.9;;;;;;;;;;;;;;;;;;;;;;
23.03.2020;57.9;47.5;71.2;5.1;29.9;;;;;;;;;;;;;;;;;;;;;;
24.03.2020;63.7;46.1;56.3;7.5;29.7;;;;;;;;;;;;;;;;;;;;;;
25.03.2020;63.1;50.4;66.1;6.3;29.8;;;;;;;;;;;;;;;;;;;;;;
26.03.2020;63.8;51.7;69.1;4.8;29.8;;;;;;;;;;;;;;;;;;;;;;
27.03.2020;62.8;51.6;67.4;8.1;29.7;;;;;;;;;;;;;;;;;;;;;;
28.03.2020;59.3;52.4;79.6;8.3;29.7;;;;;;;;;;;;;;;;;;;;;;
29.03.2020;58.3;50.0;75.3;8.3;29.6;;;;;;;;;;;;;;;;;;;;;;
30.03.2020;57.6;46.6;70.0;4.6;29.7;;;;;;;;;;;;;;;;;;;;;;
31.03.2020;60.8;47.9;65.2;9.1;29.8;;;;;;;;;;;;;;;;;;;;;;
1.04.2020;Avg;Avg;Avg;Avg;Avg;;;;;;;;;;;;;;;;;;;;;;
2.04.2020;62.5;51.4;68.3;8.3;29.7;;;;;;;;;;;;;;;;;;;;;;
3.04.2020;61.1;55.0;80.8;9.4;29.8;;;;;;;;;;;;;;;;;;;;;;
4.04.2020;59.4;52.3;79.1;10.4;29.8;;;;;;;;;;;;;;;;;;;;;;
5.04.2020;60.1;42.9;57.4;3.3;30.0;;;;;;;;;;;;;;;;;;;;;;
6.04.2020;67.6;47.0;49.2;13.1;29.8;;;;;;;;;;;;;;;;;;;;;;
7.04.2020;63.8;56.3;78.5;5.1;29.9;;;;;;;;;;;;;;;;;;;;;;
8.04.2020;63.8;57.6;82.0;4.5;29.9;;;;;;;;;;;;;;;;;;;;;;
9.04.2020;63.8;56.0;77.5;5.2;29.8;;;;;;;;;;;;;;;;;;;;;;
10.04.2020;59.3;53.4;80.8;5.2;29.8;;;;;;;;;;;;;;;;;;;;;;
11.04.2020;58.9;52.0;79.6;4.9;29.7;;;;;;;;;;;;;;;;;;;;;;
12.04.2020;61.6;51.5;73.6;5.6;29.8;;;;;;;;;;;;;;;;;;;;;;
13.04.2020;62.9;54.7;77.0;6.2;29.9;;;;;;;;;;;;;;;;;;;;;;
14.04.2020;63.5;49.6;65.8;4.3;30.0;;;;;;;;;;;;;;;;;;;;;;
15.04.2020;64.3;44.6;55.7;4.2;29.9;;;;;;;;;;;;;;;;;;;;;;
16.04.2020;63.3;53.5;72.4;6.3;29.9;;;;;;;;;;;;;;;;;;;;;;
17.04.2020;65.2;50.9;63.4;3.7;29.8;;;;;;;;;;;;;;;;;;;;;;
18.04.2020;68.5;49.9;55.1;5.1;29.8;;;;;;;;;;;;;;;;;;;;;;
19.04.2020;69.8;54.1;61.2;5.2;29.8;;;;;;;;;;;;;;;;;;;;;;
20.04.2020;69.0;57.3;71.3;3.7;29.8;;;;;;;;;;;;;;;;;;;;;;
21.04.2020;69.3;55.1;68.7;3.5;29.8;;;;;;;;;;;;;;;;;;;;;;
22.04.2020;67.2;54.0;67.9;2.8;29.8;;;;;;;;;;;;;;;;;;;;;;
23.04.2020;66.3;54.2;69.8;3.9;29.7;;;;;;;;;;;;;;;;;;;;;;
24.04.2020;65.5;54.1;70.3;4.2;29.7;;;;;;;;;;;;;;;;;;;;;;
25.04.2020;61.2;48.1;65.9;4.6;29.7;;;;;;;;;;;;;;;;;;;;;;
26.04.2020;62.0;52.1;71.7;4.4;29.6;;;;;;;;;;;;;;;;;;;;;;
27.04.2020;63.9;54.3;73.5;6.8;29.7;;;;;;;;;;;;;;;;;;;;;;
28.04.2020;66.2;58.1;77.3;5.2;29.8;;;;;;;;;;;;;;;;;;;;;;
29.04.2020;66.9;57.1;74.3;3.4;29.8;;;;;;;;;;;;;;;;;;;;;;
30.04.2020;69.7;55.6;66.3;5.9;29.8;;;;;;;;;;;;;;;;;;;;;;
1.05.2020;68.1;60.0;76.7;5.8;29.8;;;;;;;;;;;;;;;;;;;;;;
2.05.2020;61.6;59.5;93.0;4.8;29.8;;;;;;;;;;;;;;;;;;;;;;
3.05.2020;63.2;59.0;87.3;4.3;29.8;;;;;;;;;;;;;;;;;;;;;;
4.05.2020;64.3;60.6;88.2;6.9;29.7;;;;;;;;;;;;;;;;;;;;;;
5.05.2020;65.5;61.5;87.7;6.3;29.7;;;;;;;;;;;;;;;;;;;;;;
6.05.2020;66.8;59.6;80.1;6.6;29.7;;;;;;;;;;;;;;;;;;;;;;
7.05.2020;68.0;57.8;73.3;6.2;29.7;;;;;;;;;;;;;;;;;;;;;;
8.05.2020;68.3;60.5;76.8;8.2;29.8;;;;;;;;;;;;;;;;;;;;;;
9.05.2020;66.7;58.2;76.3;4.7;29.8;;;;;;;;;;;;;;;;;;;;;;
10.05.2020;71.2;52.3;55.6;7.9;29.7;;;;;;;;;;;;;;;;;;;;;;
11.05.2020;69.4;59.4;74.2;6.3;29.9;;;;;;;;;;;;;;;;;;;;;;
12.05.2020;69.8;60.7;74.9;4.7;30.0;;;;;;;;;;;;;;;;;;;;;;
13.05.2020;70.7;60.4;73.2;3.6;29.9;;;;;;;;;;;;;;;;;;;;;;
14.05.2020;72.3;63.1;75.5;3.9;29.9;;;;;;;;;;;;;;;;;;;;;;
15.05.2020;78.8;59.1;60.3;3.9;29.8;;;;;;;;;;;;;;;;;;;;;;
16.05.2020;84.7;56.1;44.3;6.8;29.8;;;;;;;;;;;;;;;;;;;;;;
17.05.2020;86.9;60.5;44.7;5.6;29.8;;;;;;;;;;;;;;;;;;;;;;
18.05.2020;89.5;52.8;31.8;7.2;29.8;;;;;;;;;;;;;;;;;;;;;;
19.05.2020;89.2;53.1;30.5;5.8;29.8;;;;;;;;;;;;;;;;;;;;;;
20.05.2020;87.3;59.8;42.6;5.2;29.8;;;;;;;;;;;;;;;;;;;;;;
21.05.2020;86.8;58.1;41.0;6.0;29.7;;;;;;;;;;;;;;;;;;;;;;
22.05.2020;84.7;61.3;48.2;6.0;29.7;;;;;;;;;;;;;;;;;;;;;;
23.05.2020;78.2;65.3;65.5;9.2;29.7;;;;;;;;;;;;;;;;;;;;;;
24.05.2020;73.8;47.0;41.1;10.1;29.7;;;;;;;;;;;;;;;;;;;;;;
25.05.2020;68.7;38.6;34.4;15.4;29.7;;;;;;;;;;;;;;;;;;;;;;
26.05.2020;70.5;43.8;39.8;8.2;29.8;;;;;;;;;;;;;;;;;;;;;;
27.05.2020;73.2;51.4;50.4;4.7;29.9;;;;;;;;;;;;;;;;;;;;;;
28.05.2020;77.7;54.5;48.2;6.0;29.8;;;;;;;;;;;;;;;;;;;;;;
29.05.2020;72.0;58.5;66.8;7.7;29.8;;;;;;;;;;;;;;;;;;;;;;
30.05.2020;68.3;55.7;65.5;9.7;29.9;;;;;;;;;;;;;;;;;;;;;;
31.05.2020;69.9;55.8;63.4;6.3;29.9;;;;;;;;;;;;;;;;;;;;;;
1.06.2020;70.7;58.8;68.3;6.1;29.9;;;;;;;;;;;;;;;;;;;;;;
2.06.2020;70.5;57.1;65.4;6.1;29.8;;;;;;;;;;;;;;;;;;;;;;
3.06.2020;72.8;56.6;59.7;6.7;29.6;;;;;;;;;;;;;;;;;;;;;;
4.06.2020;70.3;62.0;75.2;7.7;29.7;;;;;;;;;;;;;;;;;;;;;;
5.06.2020;70.2;59.8;72.2;5.3;29.8;;;;;;;;;;;;;;;;;;;;;;
6.06.2020;73.6;60.5;66.7;4.1;29.9;;;;;;;;;;;;;;;;;;;;;;
7.06.2020;82.8;53.9;46.8;4.0;29.8;;;;;;;;;;;;;;;;;;;;;;
8.06.2020;85.2;54.4;40.8;5.4;29.7;;;;;;;;;;;;;;;;;;;;;;
9.06.2020;77.9;67.9;73.0;5.3;29.7;;;;;;;;;;;;;;;;;;;;;;
10.06.2020;76.6;67.8;77.1;5.6;29.7;;;;;;;;;;;;;;;;;;;;;;
11.06.2020;75.1;67.0;77.7;5.6;29.7;;;;;;;;;;;;;;;;;;;;;;
12.06.2020;76.2;67.5;76.4;5.6;29.7;;;;;;;;;;;;;;;;;;;;;;
13.06.2020;72.8;65.7;80.4;8.3;29.7;;;;;;;;;;;;;;;;;;;;;;
14.06.2020;72.9;61.5;70.7;7.3;29.6;;;;;;;;;;;;;;;;;;;;;;
15.06.2020;73.1;61.5;69.8;5.2;29.7;;;;;;;;;;;;;;;;;;;;;;
16.06.2020;74.8;65.1;74.3;5.5;29.7;;;;;;;;;;;;;;;;;;;;;;
17.06.2020;75.2;67.6;78.6;5.0;29.7;;;;;;;;;;;;;;;;;;;;;;
18.06.2020;76.4;69.6;80.1;4.3;29.7;;;;;;;;;;;;;;;;;;;;;;
19.06.2020;76.6;69.5;79.7;6.4;29.6;;;;;;;;;;;;;;;;;;;;;;
20.06.2020;74.4;67.9;80.9;5.5;29.6;;;;;;;;;;;;;;;;;;;;;;
21.06.2020;76.7;66.7;73.6;6.2;29.6;;;;;;;;;;;;;;;;;;;;;;
22.06.2020;77.5;71.2;81.6;5.0;29.7;;;;;;;;;;;;;;;;;;;;;;
23.06.2020;78.0;66.7;72.2;5.4;29.7;;;;;;;;;;;;;;;;;;;;;;
24.06.2020;77.5;69.8;77.8;6.3;29.8;;;;;;;;;;;;;;;;;;;;;;
25.06.2020;77.2;67.8;74.7;7.0;29.8;;;;;;;;;;;;;;;;;;;;;;
26.06.2020;78.3;69.5;75.9;5.1;29.8;;;;;;;;;;;;;;;;;;;;;;
27.06.2020;79.2;71.8;78.8;4.8;29.7;;;;;;;;;;;;;;;;;;;;;;
28.06.2020;80.5;71.3;76.9;5.5;29.6;;;;;;;;;;;;;;;;;;;;;;
29.06.2020;80.8;72.7;78.9;5.4;29.6;;;;;;;;;;;;;;;;;;;;;;
30.06.2020;80.7;73.3;80.1;6.3;29.6;;;;;;;;;;;;;;;;;;;;;;
1.07.2020;80.4;73.1;80.2;6.2;29.5;;;;;;;;;;;;;;;;;;;;;;
2.07.2020;81.8;71.8;74.9;5.9;29.6;;;;;;;;;;;;;;;;;;;;;;
3.07.2020;83.1;71.3;72.7;4.3;29.6;;;;;;;;;;;;;;;;;;;;;;
4.07.2020;83.4;71.4;72.1;4.5;29.6;;;;;;;;;;;;;;;;;;;;;;
5.07.2020;83.7;74.8;77.5;5.3;29.6;;;;;;;;;;;;;;;;;;;;;;
6.07.2020;83.7;75.8;79.2;5.8;29.5;;;;;;;;;;;;;;;;;;;;;;
7.07.2020;83.2;76.1;81.4;5.4;29.5;;;;;;;;;;;;;;;;;;;;;;
8.07.2020;82.7;76.3;82.6;5.9;29.5;;;;;;;;;;;;;;;;;;;;;;
9.07.2020;82.2;71.3;72.7;6.1;29.6;;;;;;;;;;;;;;;;;;;;;;
10.07.2020;81.7;72.1;75.2;5.5;29.6;;;;;;;;;;;;;;;;;;;;;;
11.07.2020;82.3;74.1;78.4;5.5;29.6;;;;;;;;;;;;;;;;;;;;;;
12.07.2020;83.5;75.7;79.3;5.6;29.6;;;;;;;;;;;;;;;;;;;;;;
13.07.2020;84.0;76.1;79.2;6.7;29.5;;;;;;;;;;;;;;;;;;;;;;
14.07.2020;84.2;76.5;79.5;6.4;29.5;;;;;;;;;;;;;;;;;;;;;;
15.07.2020;84.7;75.1;75.8;6.3;29.6;;;;;;;;;;;;;;;;;;;;;;
16.07.2020;84.5;76.3;78.5;5.7;29.7;;;;;;;;;;;;;;;;;;;;;;
17.07.2020;84.0;77.3;82.0;6.0;29.6;;;;;;;;;;;;;;;;;;;;;;
18.07.2020;83.0;75.4;79.4;7.8;29.6;;;;;;;;;;;;;;;;;;;;;;
19.07.2020;82.5;74.2;77.5;6.4;29.6;;;;;;;;;;;;;;;;;;;;;;
20.07.2020;83.8;74.9;76.7;5.6;29.6;;;;;;;;;;;;;;;;;;;;;;
21.07.2020;83.5;74.7;77.7;5.3;29.7;;;;;;;;;;;;;;;;;;;;;;
22.07.2020;84.5;77.5;81.1;5.8;29.6;;;;;;;;;;;;;;;;;;;;;;
23.07.2020;85.2;74.3;73.2;5.4;29.5;;;;;;;;;;;;;;;;;;;;;;
24.07.2020;85.6;73.7;72.5;5.8;29.5;;;;;;;;;;;;;;;;;;;;;;
25.07.2020;85.4;77.4;78.7;4.9;29.5;;;;;;;;;;;;;;;;;;;;;;
26.07.2020;85.1;77.0;78.5;5.8;29.5;;;;;;;;;;;;;;;;;;;;;;
27.07.2020;85.1;77.4;79.8;5.0;29.6;;;;;;;;;;;;;;;;;;;;;;
28.07.2020;86.0;77.6;78.6;3.9;29.6;;;;;;;;;;;;;;;;;;;;;;
29.07.2020;84.5;77.6;82.0;4.8;29.6;;;;;;;;;;;;;;;;;;;;;;
30.07.2020;85.7;77.5;79.2;4.6;29.6;;;;;;;;;;;;;;;;;;;;;;
31.07.2020;86.7;78.3;79.0;5.5;29.7;;;;;;;;;;;;;;;;;;;;;;
1.08.2020;86.1;76.6;75.5;5.7;29.6;;;;;;;;;;;;;;;;;;;;;;
2.08.2020;86.7;77.6;76.7;6.6;29.5;;;;;;;;;;;;;;;;;;;;;;
3.08.2020;85.7;78.0;79.2;6.1;29.5;;;;;;;;;;;;;;;;;;;;;;
4.08.2020;86.2;76.4;74.8;5.8;29.6;;;;;;;;;;;;;;;;;;;;;;
5.08.2020;85.8;76.3;75.5;6.9;29.5;;;;;;;;;;;;;;;;;;;;;;
6.08.2020;85.9;76.2;75.2;5.8;29.5;;;;;;;;;;;;;;;;;;;;;;
7.08.2020;85.8;76.6;76.5;5.7;29.6;;;;;;;;;;;;;;;;;;;;;;
8.08.2020;85.1;76.4;77.5;5.7;29.6;;;;;;;;;;;;;;;;;;;;;;
9.08.2020;84.7;76.8;78.9;6.2;29.6;;;;;;;;;;;;;;;;;;;;;;
10.08.2020;83.0;74.0;76.0;8.1;29.5;;;;;;;;;;;;;;;;;;;;;;
11.08.2020;82.4;74.1;77.8;7.0;29.6;;;;;;;;;;;;;;;;;;;;;;
12.08.2020;83.8;75.4;78.1;5.5;29.6;;;;;;;;;;;;;;;;;;;;;;
13.08.2020;84.5;75.3;76.4;6.1;29.6;;;;;;;;;;;;;;;;;;;;;;
14.08.2020;85.5;74.6;73.2;6.4;29.6;;;;;;;;;;;;;;;;;;;;;;
15.08.2020;85.0;70.9;67.1;6.0;29.6;;;;;;;;;;;;;;;;;;;;;;
16.08.2020;83.7;64.8;58.5;6.5;29.5;;;;;;;;;;;;;;;;;;;;;;
17.08.2020;84.1;66.2;59.3;6.7;29.5;;;;;;;;;;;;;;;;;;;;;;
18.08.2020;84.2;69.8;65.5;6.4;29.6;;;;;;;;;;;;;;;;;;;;;;
19.08.2020;83.8;71.5;68.8;6.0;29.5;;;;;;;;;;;;;;;;;;;;;;
20.08.2020;84.4;74.5;74.6;6.3;29.5;;;;;;;;;;;;;;;;;;;;;;
21.08.2020;83.4;75.2;78.6;6.2;29.6;;;;;;;;;;;;;;;;;;;;;;
22.08.2020;83.8;75.5;78.3;6.1;29.5;;;;;;;;;;;;;;;;;;;;;;
23.08.2020;86.9;61.8;50.0;7.0;29.6;;;;;;;;;;;;;;;;;;;;;;
24.08.2020;85.0;56.5;43.1;7.2;29.6;;;;;;;;;;;;;;;;;;;;;;
25.08.2020;84.1;57.1;43.4;5.7;29.6;;;;;;;;;;;;;;;;;;;;;;
26.08.2020;82.4;67.6;63.4;4.7;29.6;;;;;;;;;;;;;;;;;;;;;;
27.08.2020;83.3;74.6;77.7;4.8;29.7;;;;;;;;;;;;;;;;;;;;;;
28.08.2020;83.4;75.2;78.8;5.1;29.6;;;;;;;;;;;;;;;;;;;;;;
29.08.2020;84.0;76.8;80.9;4.9;29.6;;;;;;;;;;;;;;;;;;;;;;
30.08.2020;87.2;71.4;66.6;4.4;29.6;;;;;;;;;;;;;;;;;;;;;;
31.08.2020;87.8;70.8;65.0;5.3;29.6;;;;;;;;;;;;;;;;;;;;;;
1.09.2020;85.4;72.9;71.7;4.8;29.6;;;;;;;;;;;;;;;;;;;;;;
2.09.2020;83.3;76.8;83.8;4.5;29.6;;;;;;;;;;;;;;;;;;;;;;
3.09.2020;86.9;77.4;76.5;5.0;29.7;;;;;;;;;;;;;;;;;;;;;;
4.09.2020;93.5;66.7;52.9;4.9;29.7;;;;;;;;;;;;;;;;;;;;;;
5.09.2020;91.2;68.9;57.0;5.3;29.7;;;;;;;;;;;;;;;;;;;;;;
6.09.2020;86.6;77.0;75.6;5.2;29.6;;;;;;;;;;;;;;;;;;;;;;
7.09.2020;84.2;76.9;80.6;4.7;29.6;;;;;;;;;;;;;;;;;;;;;;
8.09.2020;85.7;76.2;75.5;5.5;29.7;;;;;;;;;;;;;;;;;;;;;;
9.09.2020;86.7;70.2;63.6;4.8;29.7;;;;;;;;;;;;;;;;;;;;;;
10.09.2020;86.7;64.4;52.8;4.3;29.7;;;;;;;;;;;;;;;;;;;;;;
11.09.2020;89.2;56.7;37.9;3.6;29.6;;;;;;;;;;;;;;;;;;;;;;
12.09.2020;87.3;64.5;50.2;6.3;29.6;;;;;;;;;;;;;;;;;;;;;;
13.09.2020;84.0;77.1;81.4;5.3;29.7;;;;;;;;;;;;;;;;;;;;;;
14.09.2020;83.3;73.3;74.4;4.6;29.8;;;;;;;;;;;;;;;;;;;;;;
15.09.2020;83.8;74.5;75.5;5.2;29.8;;;;;;;;;;;;;;;;;;;;;;
16.09.2020;84.3;75.8;78.3;4.5;29.8;;;;;;;;;;;;;;;;;;;;;;
17.09.2020;83.6;76.7;81.8;4.5;29.7;;;;;;;;;;;;;;;;;;;;;;
18.09.2020;84.0;76.7;80.5;4.7;29.8;;;;;;;;;;;;;;;;;;;;;;
19.09.2020;84.4;76.7;79.3;4.0;29.8;;;;;;;;;;;;;;;;;;;;;;
20.09.2020;84.9;76.2;77.2;5.8;29.7;;;;;;;;;;;;;;;;;;;;;;
21.09.2020;82.0;71.3;72.4;4.4;29.7;;;;;;;;;;;;;;;;;;;;;;
22.09.2020;81.7;69.8;69.7;5.4;29.7;;;;;;;;;;;;;;;;;;;;;;
23.09.2020;82.2;69.9;68.5;5.6;29.8;;;;;;;;;;;;;;;;;;;;;;
24.09.2020;82.0;71.8;73.0;4.3;29.8;;;;;;;;;;;;;;;;;;;;;;
25.09.2020;81.5;74.0;80.0;4.7;29.8;;;;;;;;;;;;;;;;;;;;;;
26.09.2020;80.3;71.2;75.5;5.6;29.7;;;;;;;;;;;;;;;;;;;;;;
27.09.2020;79.8;69.3;71.6;5.3;29.7;;;;;;;;;;;;;;;;;;;;;;
28.09.2020;80.7;72.3;77.8;5.5;29.9;;;;;;;;;;;;;;;;;;;;;;
29.09.2020;81.7;73.8;79.4;3.8;29.9;;;;;;;;;;;;;;;;;;;;;;
30.09.2020;82.4;72.1;75.7;4.8;29.8;;;;;;;;;;;;;;;;;;;;;;
1.10.2020;81.3;71.1;73.1;6.8;29.6;;;;;;;;;;;;;;;;;;;;;;
2.10.2020;78.3;65.1;64.9;8.8;29.7;;;;;;;;;;;;;;;;;;;;;;
3.10.2020;77.0;64.2;66.8;4.6;29.8;;;;;;;;;;;;;;;;;;;;;;
4.10.2020;76.8;62.9;66.8;4.8;29.9;;;;;;;;;;;;;;;;;;;;;;
5.10.2020;77.5;60.7;62.0;5.8;29.9;;;;;;;;;;;;;;;;;;;;;;
6.10.2020;78.4;57.9;56.2;5.4;29.9;;;;;;;;;;;;;;;;;;;;;;
7.10.2020;79.1;59.9;56.7;5.3;29.8;;;;;;;;;;;;;;;;;;;;;;
8.10.2020;79.8;67.1;66.5;6.2;29.8;;;;;;;;;;;;;;;;;;;;;;
9.10.2020;82.5;59.4;54.3;3.8;29.9;;;;;;;;;;;;;;;;;;;;;;
10.10.2020;82.4;45.0;30.8;7.2;29.9;;;;;;;;;;;;;;;;;;;;;;
11.10.2020;82.9;45.3;28.4;7.8;29.9;;;;;;;;;;;;;;;;;;;;;;
12.10.2020;76.4;59.8;57.6;3.7;29.9;;;;;;;;;;;;;;;;;;;;;;
13.10.2020;77.0;66.3;73.7;3.8;29.9;;;;;;;;;;;;;;;;;;;;;;
14.10.2020;75.7;66.8;76.2;4.4;29.9;;;;;;;;;;;;;;;;;;;;;;
15.10.2020;76.2;66.5;74.2;4.1;29.9;;;;;;;;;;;;;;;;;;;;;;
16.10.2020;80.8;68.3;66.7;5.7;29.9;;;;;;;;;;;;;;;;;;;;;;
17.10.2020;75.5;65.3;73.1;3.6;29.9;;;;;;;;;;;;;;;;;;;;;;
18.10.2020;75.3;65.5;73.7;3.8;29.9;;;;;;;;;;;;;;;;;;;;;;
19.10.2020;75.6;67.8;78.6;4.5;29.9;;;;;;;;;;;;;;;;;;;;;;
20.10.2020;76.8;66.0;71.5;5.3;29.9;;;;;;;;;;;;;;;;;;;;;;
21.10.2020;75.1;60.5;62.1;3.7;29.9;;;;;;;;;;;;;;;;;;;;;;
22.10.2020;76.9;59.4;59.7;4.7;29.9;;;;;;;;;;;;;;;;;;;;;;
23.10.2020;77.0;64.8;68.3;6.0;30.0;;;;;;;;;;;;;;;;;;;;;;
24.10.2020;78.0;55.4;53.3;4.5;29.9;;;;;;;;;;;;;;;;;;;;;;
25.10.2020;79.0;46.3;36.0;4.7;29.8;;;;;;;;;;;;;;;;;;;;;;
26.10.2020;76.0;49.3;43.7;3.6;29.8;;;;;;;;;;;;;;;;;;;;;;
27.10.2020;75.5;48.5;44.0;3.5;29.8;;;;;;;;;;;;;;;;;;;;;;
28.10.2020;78.3;44.3;33.0;5.8;29.8;;;;;;;;;;;;;;;;;;;;;;
29.10.2020;73.3;57.4;59.0;3.7;29.9;;;;;;;;;;;;;;;;;;;;;;
30.10.2020;72.4;62.3;73.4;3.9;29.9;;;;;;;;;;;;;;;;;;;;;;
31.10.2020;72.3;59.5;68.4;4.3;29.9;;;;;;;;;;;;;;;;;;;;;;
1.11.2020;71.8;59.3;66.9;4.2;29.8;;;;;;;;;;;;;;;;;;;;;;
2.11.2020;70.9;59.4;69.4;4.2;29.9;;;;;;;;;;;;;;;;;;;;;;
3.11.2020;70.4;56.9;63.8;5.8;29.9;;;;;;;;;;;;;;;;;;;;;;
4.11.2020;67.8;55.0;64.9;6.3;29.9;;;;;;;;;;;;;;;;;;;;;;
5.11.2020;60.9;57.6;90.0;9.1;29.8;;;;;;;;;;;;;;;;;;;;;;
6.11.2020;65.4;55.1;70.8;5.9;29.7;;;;;;;;;;;;;;;;;;;;;;
7.11.2020;68.8;55.2;64.8;4.6;29.8;;;;;;;;;;;;;;;;;;;;;;
8.11.2020;69.8;42.4;37.8;10.4;29.9;;;;;;;;;;;;;;;;;;;;;;
9.11.2020;62.1;41.0;46.1;7.7;30.0;;;;;;;;;;;;;;;;;;;;;;
10.11.2020;67.8;44.9;46.6;4.6;30.0;;;;;;;;;;;;;;;;;;;;;;
11.11.2020;67.4;50.6;57.8;3.8;29.9;;;;;;;;;;;;;;;;;;;;;;
12.11.2020;65.4;49.5;61.8;3.0;29.9;;;;;;;;;;;;;;;;;;;;;;
13.11.2020;64.2;43.4;52.0;3.0;30.0;;;;;;;;;;;;;;;;;;;;;;
14.11.2020;62.9;45.4;56.6;3.0;30.1;;;;;;;;;;;;;;;;;;;;;;
15.11.2020;62.7;45.3;57.3;3.6;30.0;;;;;;;;;;;;;;;;;;;;;;
16.11.2020;60.8;44.3;57.5;3.0;29.9;;;;;;;;;;;;;;;;;;;;;;
17.11.2020;60.3;43.4;59.6;2.2;30.0;;;;;;;;;;;;;;;;;;;;;;
18.11.2020;61.6;46.4;59.4;4.4;30.1;;;;;;;;;;;;;;;;;;;;;;
19.11.2020;58.1;43.8;59.2;3.3;30.0;;;;;;;;;;;;;;;;;;;;;;
20.11.2020;61.6;40.2;48.7;6.1;29.9;;;;;;;;;;;;;;;;;;;;;;
21.11.2020;59.8;47.4;64.5;11.9;29.8;;;;;;;;;;;;;;;;;;;;;;
22.11.2020;62.5;48.0;61.2;5.5;29.9;;;;;;;;;;;;;;;;;;;;;;
23.11.2020;58.9;43.7;61.4;4.1;30.1;;;;;;;;;;;;;;;;;;;;;;
24.11.2020;55.5;38.8;58.6;3.0;30.1;;;;;;;;;;;;;;;;;;;;;;
25.11.2020;55.1;35.9;54.3;3.3;30.0;;;;;;;;;;;;;;;;;;;;;;
26.11.2020;57.3;33.5;44.3;7.1;29.8;;;;;;;;;;;;;;;;;;;;;;
27.11.2020;56.7;45.6;68.1;6.8;29.8;;;;;;;;;;;;;;;;;;;;;;
28.11.2020;51.5;37.9;69.0;2.9;30.0;;;;;;;;;;;;;;;;;;;;;;
29.11.2020;58.4;38.8;49.6;4.3;30.0;;;;;;;;;;;;;;;;;;;;;;
30.11.2020;56.3;39.3;57.9;3.5;30.0;;;;;;;;;;;;;;;;;;;;;;
1.12.2020;54.1;44.9;72.5;4.9;30.0;;;;;;;;;;;;;;;;;;;;;;
2.12.2020;57.3;51.5;80.7;6.6;29.9;;;;;;;;;;;;;;;;;;;;;;
3.12.2020;58.8;47.7;68.9;6.0;30.0;;;;;;;;;;;;;;;;;;;;;;
4.12.2020;58.1;45.0;65.1;4.0;30.1;;;;;;;;;;;;;;;;;;;;;;
5.12.2020;57.9;41.1;57.0;4.3;30.0;;;;;;;;;;;;;;;;;;;;;;
6.12.2020;58.0;41.7;57.1;4.7;29.9;;;;;;;;;;;;;;;;;;;;;;
7.12.2020;54.6;39.8;62.8;2.7;29.9;;;;;;;;;;;;;;;;;;;;;;
8.12.2020;56.0;42.2;62.1;4.9;30.0;;;;;;;;;;;;;;;;;;;;;;
